"品詞細分類1","品詞細分類2","品詞細分類3","活用型","原形","読み","基本形","文語基本形","未然ヌ接続","未然ウ接続","連用タ接続","連用テ接続","連用ゴザイ接続","体言接続","仮定形","命令ｅ","仮定縮約１","仮定縮約２","ガル接続","基本形-促音便"
"自立","*","*","形容詞・アウオ段","そろばんだかい","ソロバンダカイ,ソロバンダカシ,ソロバンダカカラ,ソロバンダカカロ,ソロバンダカカッ,ソロバンダカク,ソロバンダカクッ,ソロバンダカウ,ソロバンダカゥ,ソロバンダカキ,ソロバンダカケレ,ソロバンダカカレ,ソロバンダカケリャ,ソロバンダカキャ,ソロバンダカ","そろばんだかい","そろばんだかし","そろばんだかから","そろばんだかかろ","そろばんだかかっ","そろばんだかくっ","そろばんだかぅ","そろばんだかき","そろばんだかけれ","そろばんだかかれ","そろばんだかけりゃ","そろばんだかきゃ","そろばんだか",""
"自立","*","*","形容詞・アウオ段","古い","フルイ,フルシ,フルカラ,フルカロ,フルカッ,フルク,フルクッ,フルウ,フルゥ,フルキ,フルケレ,フルカレ,フルケリャ,フルキャ,フル","古い","古し","古から","古かろ","古かっ","古くっ","古ぅ","古き","古けれ","古かれ","古けりゃ","古きゃ","古",""
"自立","*","*","形容詞・アウオ段","興味深い","キョウミブカイ,キョウミブカシ,キョウミブカカラ,キョウミブカカロ,キョウミブカカッ,キョウミブカク,キョウミブカクッ,キョウミブカウ,キョウミブカゥ,キョウミブカキ,キョウミブカケレ,キョウミブカカレ,キョウミブカケリャ,キョウミブカキャ,キョウミブカ","興味深い","興味深し","興味深から","興味深かろ","興味深かっ","興味深くっ","興味深ぅ","興味深き","興味深けれ","興味深かれ","興味深けりゃ","興味深きゃ","興味深",""
"自立","*","*","形容詞・アウオ段","しょざいない","ショザイナイ,ショザイナシ,ショザイナカラ,ショザイナカロ,ショザイナカッ,ショザイナク,ショザイナクッ,ショザイナウ,ショザイナゥ,ショザイナキ,ショザイナケレ,ショザイナカレ,ショザイナケリャ,ショザイナキャ,ショザイナ","しょざいない","しょざいなし","しょざいなから","しょざいなかろ","しょざいなかっ","しょざいなくっ","しょざいなぅ","しょざいなき","しょざいなけれ","しょざいなかれ","しょざいなけりゃ","しょざいなきゃ","しょざいな",""
"自立","*","*","形容詞・イ段","おぼしい","オボシイ,オボシ,オボシカラ,オボシカロ,オボシカッ,オボシク,オボシクッ,オボシュウ,オボシュゥ,オボシキ,オボシケレ,オボシカレ,オボシケリャ,オボシキャ,オボシ","おぼしい","おぼし","おぼしから","おぼしかろ","おぼしかっ","おぼしくっ","おぼしゅぅ","おぼしき","おぼしけれ","おぼしかれ","おぼしけりゃ","おぼしきゃ","おぼし",""
"自立","*","*","形容詞・イ段","新しい","アタラシイ,アタラシ,アタラシカラ,アタラシカロ,アタラシカッ,アタラシク,アタラシクッ,アタラシュウ,アタラシュゥ,アタラシキ,アタラシケレ,アタラシカレ,アタラシケリャ,アタラシキャ,アタラシ","新しい","新し","新しから","新しかろ","新しかっ","新しくっ","新しゅぅ","新しき","新しけれ","新しかれ","新しけりゃ","新しきゃ","新し",""
"自立","*","*","形容詞・アウオ段","快い","ココロヨイ,ココロヨシ,ココロヨカラ,ココロヨカロ,ココロヨカッ,ココロヨク,ココロヨクッ,ココロヨウ,ココロヨゥ,ココロヨキ,ココロヨケレ,ココロヨカレ,ココロヨケリャ,ココロヨキャ,ココロヨ","快い","快し","快から","快かろ","快かっ","快くっ","快ぅ","快き","快けれ","快かれ","快けりゃ","快きゃ","快",""
"自立","*","*","形容詞・イ段","誇らしい","ホコラシイ,ホコラシ,ホコラシカラ,ホコラシカロ,ホコラシカッ,ホコラシク,ホコラシクッ,ホコラシュウ,ホコラシュゥ,ホコラシキ,ホコラシケレ,ホコラシカレ,ホコラシケリャ,ホコラシキャ,ホコラシ","誇らしい","誇らし","誇らしから","誇らしかろ","誇らしかっ","誇らしくっ","誇らしゅぅ","誇らしき","誇らしけれ","誇らしかれ","誇らしけりゃ","誇らしきゃ","誇らし",""
"自立","*","*","形容詞・イ段","いさましい","イサマシイ,イサマシ,イサマシカラ,イサマシカロ,イサマシカッ,イサマシク,イサマシクッ,イサマシュウ,イサマシュゥ,イサマシキ,イサマシケレ,イサマシカレ,イサマシケリャ,イサマシキャ,イサマシ","いさましい","いさまし","いさましから","いさましかろ","いさましかっ","いさましくっ","いさましゅぅ","いさましき","いさましけれ","いさましかれ","いさましけりゃ","いさましきゃ","いさまし",""
"自立","*","*","形容詞・イ段","めぼしい","メボシイ,メボシ,メボシカラ,メボシカロ,メボシカッ,メボシク,メボシクッ,メボシュウ,メボシュゥ,メボシキ,メボシケレ,メボシカレ,メボシケリャ,メボシキャ,メボシ","めぼしい","めぼし","めぼしから","めぼしかろ","めぼしかっ","めぼしくっ","めぼしゅぅ","めぼしき","めぼしけれ","めぼしかれ","めぼしけりゃ","めぼしきゃ","めぼし",""
"自立","*","*","形容詞・アウオ段","めんどうくさい","メンドウクサイ,メンドウクサシ,メンドウクサカラ,メンドウクサカロ,メンドウクサカッ,メンドウクサク,メンドウクサクッ,メンドウクサウ,メンドウクサゥ,メンドウクサキ,メンドウクサケレ,メンドウクサカレ,メンドウクサケリャ,メンドウクサキャ,メンドウクサ","めんどうくさい","めんどうくさし","めんどうくさから","めんどうくさかろ","めんどうくさかっ","めんどうくさくっ","めんどうくさぅ","めんどうくさき","めんどうくさけれ","めんどうくさかれ","めんどうくさけりゃ","めんどうくさきゃ","めんどうくさ",""
"自立","*","*","形容詞・アウオ段","骨っぽい","ホネッポイ,ホネッポシ,ホネッポカラ,ホネッポカロ,ホネッポカッ,ホネッポク,ホネッポクッ,ホネッポウ,ホネッポゥ,ホネッポキ,ホネッポケレ,ホネッポカレ,ホネッポケリャ,ホネッポキャ,ホネッポ","骨っぽい","骨っぽし","骨っぽから","骨っぽかろ","骨っぽかっ","骨っぽくっ","骨っぽぅ","骨っぽき","骨っぽけれ","骨っぽかれ","骨っぽけりゃ","骨っぽきゃ","骨っぽ",""
"自立","*","*","形容詞・アウオ段","わろい","ワロイ,ワロシ,ワロカラ,ワロカロ,ワロカッ,ワロク,ワロクッ,ワロウ,ワロゥ,ワロキ,ワロケレ,ワロカレ,ワロケリャ,ワロキャ,ワロ","わろい","わろし","わろから","わろかろ","わろかっ","わろくっ","わろぅ","わろき","わろけれ","わろかれ","わろけりゃ","わろきゃ","わろ",""
"自立","*","*","形容詞・アウオ段","みめよい","ミメヨイ,ミメヨシ,ミメヨカラ,ミメヨカロ,ミメヨカッ,ミメヨク,ミメヨクッ,ミメヨウ,ミメヨゥ,ミメヨキ,ミメヨケレ,ミメヨカレ,ミメヨケリャ,ミメヨキャ,ミメヨ","みめよい","みめよし","みめよから","みめよかろ","みめよかっ","みめよくっ","みめよぅ","みめよき","みめよけれ","みめよかれ","みめよけりゃ","みめよきゃ","みめよ",""
"自立","*","*","形容詞・イ段","喧しい","ヤカマシイ,ヤカマシ,ヤカマシカラ,ヤカマシカロ,ヤカマシカッ,ヤカマシク,ヤカマシクッ,ヤカマシュウ,ヤカマシュゥ,ヤカマシキ,ヤカマシケレ,ヤカマシカレ,ヤカマシケリャ,ヤカマシキャ,ヤカマシ","喧しい","喧し","喧しから","喧しかろ","喧しかっ","喧しくっ","喧しゅぅ","喧しき","喧しけれ","喧しかれ","喧しけりゃ","喧しきゃ","喧し",""
"自立","*","*","形容詞・アウオ段","あぶらっこい","アブラッコイ,アブラッコシ,アブラッコカラ,アブラッコカロ,アブラッコカッ,アブラッコク,アブラッコクッ,アブラッコウ,アブラッコゥ,アブラッコキ,アブラッコケレ,アブラッコカレ,アブラッコケリャ,アブラッコキャ,アブラッコ","あぶらっこい","あぶらっこし","あぶらっこから","あぶらっこかろ","あぶらっこかっ","あぶらっこくっ","あぶらっこぅ","あぶらっこき","あぶらっこけれ","あぶらっこかれ","あぶらっこけりゃ","あぶらっこきゃ","あぶらっこ",""
"自立","*","*","形容詞・アウオ段","けぢかい","ケヂカイ,ケヂカシ,ケヂカカラ,ケヂカカロ,ケヂカカッ,ケヂカク,ケヂカクッ,ケヂカウ,ケヂカゥ,ケヂカキ,ケヂカケレ,ケヂカカレ,ケヂカケリャ,ケヂカキャ,ケヂカ","けぢかい","けぢかし","けぢかから","けぢかかろ","けぢかかっ","けぢかくっ","けぢかぅ","けぢかき","けぢかけれ","けぢかかれ","けぢかけりゃ","けぢかきゃ","けぢか",""
"自立","*","*","形容詞・イ段","角かどしい","カトカドシイ,カトカドシ,カトカドシカラ,カトカドシカロ,カトカドシカッ,カトカドシク,カトカドシクッ,カトカドシュウ,カトカドシュゥ,カトカドシキ,カトカドシケレ,カトカドシカレ,カトカドシケリャ,カトカドシキャ,カトカドシ","角かどしい","角かどし","角かどしから","角かどしかろ","角かどしかっ","角かどしくっ","角かどしゅぅ","角かどしき","角かどしけれ","角かどしかれ","角かどしけりゃ","角かどしきゃ","角かどし",""
"自立","*","*","形容詞・アウオ段","ねむたい","ネムタイ,ネムタシ,ネムタカラ,ネムタカロ,ネムタカッ,ネムタク,ネムタクッ,ネムタウ,ネムタゥ,ネムタキ,ネムタケレ,ネムタカレ,ネムタケリャ,ネムタキャ,ネムタ","ねむたい","ねむたし","ねむたから","ねむたかろ","ねむたかっ","ねむたくっ","ねむたぅ","ねむたき","ねむたけれ","ねむたかれ","ねむたけりゃ","ねむたきゃ","ねむた",""
"自立","*","*","形容詞・アウオ段","腹ぐろい","ハラグロイ,ハラグロシ,ハラグロカラ,ハラグロカロ,ハラグロカッ,ハラグロク,ハラグロクッ,ハラグロウ,ハラグロゥ,ハラグロキ,ハラグロケレ,ハラグロカレ,ハラグロケリャ,ハラグロキャ,ハラグロ","腹ぐろい","腹ぐろし","腹ぐろから","腹ぐろかろ","腹ぐろかっ","腹ぐろくっ","腹ぐろぅ","腹ぐろき","腹ぐろけれ","腹ぐろかれ","腹ぐろけりゃ","腹ぐろきゃ","腹ぐろ",""
"自立","*","*","形容詞・アウオ段","軟かい","ヤワラカイ,ヤワラカシ,ヤワラカカラ,ヤワラカカロ,ヤワラカカッ,ヤワラカク,ヤワラカクッ,ヤワラカウ,ヤワラカゥ,ヤワラカキ,ヤワラカケレ,ヤワラカカレ,ヤワラカケリャ,ヤワラカキャ,ヤワラカ","軟かい","軟かし","軟かから","軟かかろ","軟かかっ","軟かくっ","軟かぅ","軟かき","軟かけれ","軟かかれ","軟かけりゃ","軟かきゃ","軟か",""
"自立","*","*","形容詞・イ段","華ばなしい","ハナバナシイ,ハナバナシ,ハナバナシカラ,ハナバナシカロ,ハナバナシカッ,ハナバナシク,ハナバナシクッ,ハナバナシュウ,ハナバナシュゥ,ハナバナシキ,ハナバナシケレ,ハナバナシカレ,ハナバナシケリャ,ハナバナシキャ,ハナバナシ","華ばなしい","華ばなし","華ばなしから","華ばなしかろ","華ばなしかっ","華ばなしくっ","華ばなしゅぅ","華ばなしき","華ばなしけれ","華ばなしかれ","華ばなしけりゃ","華ばなしきゃ","華ばなし",""
"自立","*","*","形容詞・イ段","気忙しい","キゼワシイ,キゼワシ,キゼワシカラ,キゼワシカロ,キゼワシカッ,キゼワシク,キゼワシクッ,キゼワシュウ,キゼワシュゥ,キゼワシキ,キゼワシケレ,キゼワシカレ,キゼワシケリャ,キゼワシキャ,キゼワシ","気忙しい","気忙し","気忙しから","気忙しかろ","気忙しかっ","気忙しくっ","気忙しゅぅ","気忙しき","気忙しけれ","気忙しかれ","気忙しけりゃ","気忙しきゃ","気忙し",""
"自立","*","*","形容詞・アウオ段","味わい深い","アジワイブカイ,アジワイブカシ,アジワイブカカラ,アジワイブカカロ,アジワイブカカッ,アジワイブカク,アジワイブカクッ,アジワイブカウ,アジワイブカゥ,アジワイブカキ,アジワイブカケレ,アジワイブカカレ,アジワイブカケリャ,アジワイブカキャ,アジワイブカ","味わい深い","味わい深し","味わい深から","味わい深かろ","味わい深かっ","味わい深くっ","味わい深ぅ","味わい深き","味わい深けれ","味わい深かれ","味わい深けりゃ","味わい深きゃ","味わい深",""
"自立","*","*","形容詞・イ段","押し付けがましい","オシツケガマシイ,オシツケガマシ,オシツケガマシカラ,オシツケガマシカロ,オシツケガマシカッ,オシツケガマシク,オシツケガマシクッ,オシツケガマシュウ,オシツケガマシュゥ,オシツケガマシキ,オシツケガマシケレ,オシツケガマシカレ,オシツケガマシケリャ,オシツケガマシキャ,オシツケガマシ","押し付けがましい","押し付けがまし","押し付けがましから","押し付けがましかろ","押し付けがましかっ","押し付けがましくっ","押し付けがましゅぅ","押し付けがましき","押し付けがましけれ","押し付けがましかれ","押し付けがましけりゃ","押し付けがましきゃ","押し付けがまし",""
